date,closing_price,sentiment,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
4/2/18,7035.85,0.497,0.634,0.446,0.543,0.432,0.594,0.702,0.491,0.576,0.475,0.498,0.305,0.35,0.551,0.436,0.463,0.692,0.525,0.368,0.474,0.42,0.526,0.626,0.447,0.362
4/3/18,7410.44,0.529,0.697,0.531,0.775,0.497,0.554,0.385,0.642,0.601,0.371,0.488,0.582,0.51,0.509,0.63,0.573,0.503,0.411,0.485,0.418,0.565,0.516,0.44,0.458,0.554
4/4/18,6787.76,0.522,0.615,0.527,0.451,0.494,0.554,0.78,0.494,0.54,0.531,0.518,0.56,0.704,0.434,0.368,0.618,0.563,0.467,0.588,0.545,0.355,0.39,0.49,0.434,0.507
4/5/18,6826.51,0.504,0.504,0.478,0.853,0.454,0.467,0.682,0.489,0.479,0.487,0.348,0.677,0.36,0.486,0.625,0.506,0.448,0.475,0.505,0.562,0.412,0.394,0.471,0.387,0.539
4/6/18,6603.88,0.487,0.468,0.506,0.559,0.332,0.4,0.415,0.687,0.699,0.612,0.362,0.39,0.547,0.429,0.45,0.483,0.581,0.571,0.427,0.281,0.514,0.444,0.433,0.476,0.626
4/7/18,6927.69,0.481,0.598,0.496,0.38,0.576,0.564,0.281,0.423,0.649,0.298,0.568,0.485,0.552,0.497,0.361,0.382,0.468,0.417,0.569,0.564,0.507,0.449,0.542,0.464,0.462
4/8/18,7017.66,0.501,0.615,0.556,0.528,0.501,0.33,0.631,0.408,0.302,0.57,0.518,0.501,0.571,0.538,0.462,0.537,0.506,0.596,0.58,0.565,0.444,0.409,0.488,0.444,0.43
4/9/18,6699.27,0.522,0.466,0.514,0.491,0.557,0.498,0.465,0.62,0.533,0.605,0.621,0.516,0.623,0.363,0.45,0.483,0.41,0.515,0.41,0.487,0.494,0.59,0.585,0.593,0.647
4/10/18,6787.57,0.479,0.436,0.518,0.438,0.515,0.467,0.496,0.548,0.489,0.429,0.424,0.278,0.475,0.608,0.622,0.508,0.38,0.518,0.618,0.419,0.548,0.347,0.451,0.456,0.516
4/11/18,6926.27,0.47,0.499,0.311,0.271,0.452,0.55,0.511,0.587,0.628,0.38,0.404,0.452,0.558,0.363,0.544,0.527,0.425,0.46,0.389,0.392,0.508,0.53,0.54,0.554,0.441
4/12/18,7847.85,0.551,0.596,0.535,0.469,0.701,0.405,0.64,0.668,0.622,0.376,0.484,0.55,0.457,0.654,0.599,0.668,0.576,0.599,0.501,0.43,0.622,0.419,0.449,0.491,0.701
4/13/18,7895.41,0.529,0.61,0.604,0.446,0.604,0.433,0.555,0.504,0.522,0.589,0.536,0.44,0.526,0.429,0.353,0.559,0.528,0.542,0.661,0.631,0.565,0.469,0.608,0.371,0.615
4/14/18,8036.51,0.579,0.571,0.693,0.666,0.604,0.562,0.408,0.542,0.548,0.632,0.728,0.652,0.623,0.414,0.673,0.402,0.532,0.669,0.605,0.519,0.689,0.584,0.523,0.512,0.538
4/15/18,8340.75,0.569,0.676,0.7,0.41,0.557,0.503,0.541,0.39,0.602,0.596,0.43,0.672,0.672,0.574,0.532,0.493,0.633,0.668,0.609,0.619,0.549,0.632,0.45,0.569,0.571
4/16/18,8043.8,0.562,0.488,0.452,0.47,0.546,0.445,0.632,0.646,0.476,0.554,0.553,0.611,0.637,0.553,0.568,0.541,0.406,0.683,0.714,0.681,0.621,0.497,0.634,0.562,0.517
4/17/18,7895.42,0.537,0.529,0.411,0.601,0.535,0.331,0.676,0.585,0.584,0.614,0.348,0.613,0.392,0.618,0.383,0.511,0.588,0.522,0.48,0.604,0.481,0.667,0.702,0.606,0.505
4/18/18,8164.94,0.542,0.45,0.602,0.528,0.447,0.726,0.693,0.524,0.488,0.474,0.514,0.509,0.709,0.474,0.474,0.441,0.634,0.65,0.711,0.567,0.592,0.36,0.498,0.479,0.454
4/19/18,8254.63,0.577,0.725,0.666,0.413,0.56,0.53,0.513,0.508,0.608,0.564,0.618,0.546,0.595,0.83,0.597,0.538,0.624,0.633,0.548,0.61,0.459,0.557,0.554,0.631,0.417
4/20/18,8852.72,0.626,0.741,0.581,0.572,0.435,0.716,0.64,0.696,0.594,0.597,0.592,0.777,0.672,0.636,0.576,0.589,0.508,0.716,0.537,0.725,0.691,0.627,0.671,0.573,0.554
4/21/18,8807.21,0.587,0.605,0.512,0.692,0.791,0.587,0.475,0.506,0.598,0.552,0.459,0.707,0.733,0.674,0.518,0.606,0.572,0.478,0.527,0.706,0.565,0.675,0.44,0.55,0.554
4/22/18,8838.55,0.582,0.618,0.588,0.659,0.411,0.513,0.646,0.656,0.521,0.638,0.57,0.614,0.546,0.612,0.622,0.646,0.58,0.656,0.564,0.426,0.61,0.598,0.637,0.503,0.537
4/23/18,8933.86,0.591,0.587,0.623,0.564,0.539,0.553,0.536,0.531,0.68,0.628,0.792,0.528,0.717,0.603,0.625,0.476,0.52,0.784,0.52,0.597,0.645,0.556,0.552,0.557,0.48
4/24/18,9555.54,0.584,0.414,0.57,0.607,0.53,0.57,0.701,0.66,0.776,0.433,0.528,0.445,0.488,0.612,0.636,0.642,0.623,0.645,0.597,0.382,0.599,0.73,0.455,0.698,0.677
4/25/18,8995.51,0.599,0.435,0.661,0.532,0.558,0.499,0.669,0.793,0.539,0.524,0.638,0.605,0.537,0.754,0.709,0.58,0.727,0.659,0.531,0.457,0.563,0.526,0.626,0.6,0.652
4/26/18,9258.4,0.597,0.587,0.704,0.627,0.729,0.349,0.447,0.613,0.361,0.599,0.552,0.332,0.698,0.734,0.565,0.613,0.597,0.657,0.746,0.538,0.575,0.778,0.732,0.587,0.605
4/27/18,9010.32,0.589,0.465,0.831,0.555,0.634,0.51,0.7,0.569,0.526,0.573,0.665,0.43,0.505,0.595,0.607,0.522,0.694,0.602,0.436,0.594,0.612,0.749,0.567,0.715,0.475
4/28/18,9326.17,0.56,0.55,0.544,0.547,0.702,0.673,0.484,0.479,0.614,0.552,0.574,0.494,0.642,0.62,0.462,0.592,0.654,0.535,0.604,0.32,0.453,0.584,0.566,0.607,0.577
4/29/18,9334.28,0.61,0.713,0.725,0.471,0.502,0.769,0.528,0.597,0.646,0.566,0.672,0.442,0.518,0.576,0.683,0.663,0.682,0.628,0.553,0.735,0.608,0.774,0.523,0.419,0.655
4/30/18,9259.57,0.604,0.588,0.466,0.611,0.66,0.51,0.531,0.663,0.51,0.438,0.603,0.553,0.571,0.705,0.793,0.816,0.486,0.593,0.536,0.767,0.475,0.604,0.581,0.741,0.694
5/1/18,9075.14,0.578,0.657,0.53,0.667,0.707,0.672,0.685,0.585,0.443,0.559,0.495,0.519,0.567,0.413,0.633,0.498,0.545,0.521,0.672,0.565,0.577,0.639,0.437,0.699,0.585
5/2/18,9221.43,0.609,0.664,0.793,0.674,0.473,0.652,0.564,0.57,0.694,0.66,0.64,0.61,0.69,0.612,0.72,0.499,0.499,0.312,0.651,0.775,0.611,0.423,0.547,0.733,0.552
5/3/18,9639.27,0.586,0.58,0.669,0.674,0.86,0.666,0.575,0.637,0.52,0.507,0.554,0.583,0.47,0.522,0.721,0.532,0.623,0.443,0.627,0.607,0.633,0.59,0.508,0.335,0.629
5/4/18,9710.73,0.58,0.687,0.537,0.593,0.554,0.514,0.654,0.607,0.667,0.628,0.526,0.531,0.597,0.738,0.514,0.535,0.607,0.66,0.639,0.461,0.595,0.578,0.496,0.431,0.569
5/5/18,9803.31,0.584,0.524,0.592,0.676,0.574,0.597,0.601,0.434,0.412,0.685,0.502,0.606,0.624,0.616,0.548,0.497,0.577,0.601,0.544,0.613,0.491,0.684,0.73,0.592,0.699
5/6/18,9630.14,0.549,0.521,0.563,0.508,0.495,0.595,0.467,0.443,0.694,0.451,0.57,0.516,0.705,0.595,0.707,0.487,0.522,0.461,0.548,0.405,0.554,0.454,0.608,0.566,0.746
5/7/18,9196.13,0.595,0.501,0.82,0.311,0.623,0.509,0.406,0.494,0.571,0.815,0.814,0.402,0.84,0.61,0.531,0.608,0.517,0.525,0.686,0.678,0.679,0.604,0.416,0.609,0.7
5/8/18,9321.16,0.555,0.617,0.671,0.641,0.538,0.597,0.489,0.657,0.453,0.461,0.487,0.274,0.712,0.601,0.493,0.705,0.397,0.558,0.544,0.6,0.599,0.482,0.565,0.552,0.631
5/9/18,9032.22,0.534,0.632,0.634,0.437,0.531,0.402,0.412,0.522,0.676,0.446,0.56,0.5,0.635,0.414,0.526,0.578,0.633,0.677,0.532,0.374,0.449,0.417,0.758,0.461,0.598
5/10/18,8421,0.512,0.484,0.592,0.427,0.363,0.361,0.552,0.485,0.483,0.645,0.532,0.523,0.662,0.423,0.573,0.587,0.479,0.525,0.386,0.388,0.513,0.575,0.762,0.436,0.522
5/11/18,8486.67,0.475,0.491,0.306,0.455,0.32,0.583,0.41,0.509,0.445,0.529,0.439,0.548,0.573,0.67,0.48,0.285,0.415,0.634,0.392,0.595,0.511,0.643,0.303,0.479,0.378
5/12/18,8709.46,0.494,0.792,0.584,0.639,0.395,0.454,0.474,0.611,0.473,0.571,0.296,0.466,0.419,0.343,0.552,0.529,0.504,0.368,0.614,0.536,0.471,0.503,0.475,0.326,0.472
5/13/18,8672.9,0.48,0.414,0.399,0.381,0.444,0.297,0.593,0.549,0.495,0.494,0.417,0.599,0.484,0.426,0.632,0.475,0.438,0.468,0.412,0.385,0.75,0.663,0.528,0.371,0.41
5/14/18,8480.16,0.47,0.465,0.562,0.35,0.25,0.338,0.516,0.522,0.528,0.47,0.501,0.435,0.569,0.347,0.529,0.398,0.45,0.538,0.587,0.371,0.609,0.549,0.476,0.463,0.461
5/15/18,8344.78,0.528,0.494,0.526,0.529,0.607,0.677,0.571,0.503,0.587,0.542,0.421,0.619,0.555,0.538,0.576,0.55,0.43,0.508,0.509,0.471,0.692,0.436,0.476,0.453,0.407
5/16/18,8071.04,0.511,0.512,0.504,0.684,0.506,0.425,0.691,0.654,0.508,0.38,0.487,0.515,0.559,0.505,0.575,0.57,0.406,0.436,0.457,0.48,0.499,0.532,0.228,0.485,0.655
5/17/18,8247.91,0.523,0.414,0.614,0.556,0.518,0.539,0.364,0.513,0.681,0.531,0.525,0.448,0.518,0.544,0.564,0.484,0.497,0.723,0.295,0.744,0.555,0.621,0.355,0.462,0.493
5/18/18,8249.24,0.519,0.551,0.342,0.556,0.388,0.516,0.574,0.542,0.617,0.61,0.444,0.535,0.415,0.377,0.601,0.509,0.504,0.6,0.568,0.544,0.634,0.602,0.533,0.44,0.444
5/19/18,8533,0.517,0.652,0.372,0.531,0.338,0.635,0.619,0.533,0.526,0.284,0.591,0.314,0.301,0.541,0.438,0.574,0.601,0.619,0.464,0.578,0.543,0.616,0.587,0.623,0.52
5/20/18,8419.65,0.454,0.477,0.593,0.28,0.442,0.365,0.454,0.557,0.575,0.391,0.445,0.506,0.463,0.522,0.532,0.399,0.474,0.279,0.607,0.429,0.372,0.467,0.349,0.49,0.436
5/21/18,8222.79,0.521,0.73,0.626,0.262,0.556,0.372,0.486,0.528,0.587,0.485,0.67,0.464,0.545,0.578,0.521,0.6,0.544,0.434,0.331,0.698,0.452,0.522,0.568,0.523,0.422
5/22/18,7977.3,0.531,0.585,0.714,0.305,0.617,0.563,0.4,0.488,0.565,0.889,0.808,0.396,0.834,0.604,0.525,0.602,0.511,0.519,0.68,0.672,0.673,0.598,0.41,0.603,0.694
5/23/18,7497.3,0.537,0.586,0.64,0.61,0.507,0.566,0.458,0.626,0.422,0.43,0.456,0.243,0.681,0.57,0.462,0.674,0.366,0.527,0.513,0.569,0.568,0.451,0.534,0.521,0.6
5/24/18,7587.34,0.578,0.569,0.698,0.289,0.601,0.547,0.384,0.472,0.549,0.873,0.792,0.38,0.818,0.588,0.509,0.586,0.495,0.503,0.664,0.656,0.657,0.582,0.394,0.587,0.678
5/25/18,7480.14,0.495,0.557,0.611,0.581,0.478,0.537,0.429,0.597,0.393,0.401,0.427,0.214,0.652,0.541,0.433,0.645,0.337,0.498,0.484,0.54,0.539,0.422,0.505,0.492,0.571
5/26/18,7355.88,0.489,0.587,0.589,0.392,0.486,0.357,0.367,0.477,0.631,0.401,0.515,0.455,0.59,0.369,0.481,0.533,0.588,0.632,0.487,0.329,0.404,0.372,0.713,0.416,0.553
5/27/18,7368.22,0.511,0.483,0.591,0.426,0.362,0.36,0.551,0.484,0.482,0.644,0.531,0.522,0.661,0.422,0.572,0.586,0.478,0.524,0.385,0.387,0.512,0.574,0.761,0.435,0.521
5/28/18,7135.99,0.412,0.428,0.243,0.392,0.257,0.52,0.347,0.446,0.382,0.466,0.376,0.485,0.51,0.607,0.417,0.222,0.352,0.571,0.329,0.532,0.448,0.58,0.24,0.416,0.315
